Date,factor1,factor2,factor3,factor4,factor5,factor6,factor7,target1,target2
2008-01-02,0.5268207097043358,0.24243684117623046,0.5025192977136829,0.5695547608713264,0.40982088310635945,0.6733830483000169,0.5444603337557139,0.20003884792366686,0.4588839551265589
2008-01-03,0.6671304650716976,0.3861469022923637,0.42430976172515283,0.42825011536713686,0.48836294501703786,0.5909664879061461,0.6262977428424183,0.3085741022509633,0.4140498773250954
2008-01-04,0.457012941665244,0.3461394136044579,0.546348074750306,0.3995441001580655,0.2925855860250029,0.5112160753282827,0.6213720007356022,0.28941953793627834,0.4140498773250954
2008-01-07,0.47571433569682026,0.48715018938382554,0.45539511926049564,0.3441170136797721,0.47050508485736037,0.5098769213064973,0.612647097047722,0.28371100526264326,0.528712382766916
2008-01-08,0.695811437688272,0.3931783120250299,0.5518824984041383,0.4872238085666113,0.37792552407439284,0.6465925337860926,0.5797471012027411,0.30235636864394866,0.5169177432817327
2008-01-09,0.48708872910148754,0.5102273508807338,0.3937555326083972,0.41994323616417245,0.5717246040095386,0.5411293281805462,0.6273234909653683,0.3484572487272049,0.5719016942475802
2008-01-10,0.49489681289589227,0.3750378265466154,0.42644809622095403,0.3730397886668936,0.49391777460733116,0.6064964452957493,0.6030054427771295,0.261954789151763,0.4478634556527514
2008-01-11,0.5287336444457673,0.37792102585061493,0.47661807330944356,0.40613738333425214,0.39203684721820686,0.5585434012533512,0.6091414506718051,0.2509987216371934,0.5395636473037828
2008-01-14,0.5413791820290542,0.33875342697124455,0.41940756040876004,0.49809266083133974,0.565963412717614,0.5650246867471229,0.596587848994242,0.25922941364157626,0.35923386587224615
2008-01-15,0.3724556031121314,0.2706189452982034,0.4888809619475487,0.35940356549566227,0.359229633668647,0.5282788715628005,0.5401687190535591,0.2576046141581199,0.45096597798206217
2008-01-16,0.4214271297247473,0.4944910925126368,0.5213691092189583,0.40390839344507096,0.43360013936672953,0.4078479510804644,0.45460390280369745,0.3922786387358064,0.4710083300038603
2008-01-17,0.5109121544728231,0.3501201268726936,0.66837187533666,0.4166468342154323,0.4132214124402044,0.5251147030929876,0.4634193552133885,0.27532587928917324,0.4983190207969443
2008-01-18,0.5693809788259296,0.4165748350205101,0.40284222114727997,0.4597903921991908,0.48871159127342173,0.5398839183237981,0.6111897090622108,0.2919405195862249,0.40383730247100913
2008-01-22,0.45234063794705204,0.3883947459385389,0.6380722457367071,0.41618958550928226,0.3679986258687479,0.5857268198277572,0.0,0.27164013496408435,0.5165648421373815
2008-01-23,0.32718636533612677,0.44058091872956445,0.37598393814100545,0.3335197078926899,0.4692400855544024,0.48848505289429667,0.7274999484709257,0.26014134007945666,0.5321346093032455
2008-01-24,0.6382753496941505,0.4447053706982868,0.405949505855997,0.536361489900351,0.5740562414124846,0.6712303275927094,0.5998407759555698,0.24337853249217875,0.46816832759886284
2008-01-25,0.5135825056002778,0.4009522556171134,0.5241993558145053,0.4922418981992255,0.3930874817903583,0.5617083120862996,0.628093039612011,0.23542222654243022,0.5431901425484104
2008-01-28,0.506846923741813,0.43532637497517124,0.40321768208991504,0.4537244096910671,0.5225615005580626,0.6297384596744584,0.24319911922281345,0.29864039304563617,0.49029462674747637
2008-01-29,0.6396181631228323,0.43946180218484354,0.44162370579701904,0.4674181451753316,0.4902535758274862,0.5201879363606963,0.6254910855796889,0.28764681302028017,0.5270011186915257
2008-01-30,0.40325416404821013,0.3561317056669798,0.4781534117376223,0.4687175845461182,0.4860329634825216,0.5054747055247908,0.5441006171457813,0.26196313580818836,0.4789472135005945
2008-01-31,0.5943690983050418,0.40924471345678987,0.39389767909126183,0.42188860135899975,0.5625393801576157,0.5442248682799709,0.5496189148778389,0.31224917439606176,0.5371477668311659
2008-02-01,0.4611068274447237,0.4468654182655338,0.34880582762597406,0.3384994621647981,0.5166398551919582,0.44907802668706287,0.5195332685915653,0.35466820496253193,0.5109928225744382
2008-02-04,0.5352218128580136,0.43013095923078914,0.5679670415979604,0.4834547015479392,0.42143344026943136,0.5091881559416903,0.9442489749371765,0.2666850058307362,0.3922220464501911
2008-02-05,0.3886333859552241,0.4280378486193105,0.5735255521807859,0.38204087976439544,0.3502775080835086,0.4169544528417001,0.5138272978891928,0.3373878756263737,0.48176426126733535
2008-02-06,0.6348078122841041,0.38526900192542973,0.4974645898895117,0.3941789840826653,0.40336975614214965,0.6216178211003981,0.5138272978891928,0.3373878756263737,0.462019258932199
2008-02-07,0.6752818437399554,0.5299225167847637,0.4025045445540923,0.4808252810617772,0.5147915933150666,0.5642582529060566,0.5138272978891928,0.3373878756263737,0.49587453926366803
2008-02-08,0.6036961547908285,0.4020968285507602,0.4803399627225649,0.581348791716304,0.5344821904231487,0.604910425713531,0.5138272978891928,0.3206201150376175,0.5406568538541767
2008-02-11,0.5228374544224659,0.3792099503000656,0.44420485356119044,0.5098941620727985,0.531257578187019,0.5583570899638861,0.5138272978891928,0.29758717166417203,0.4670827972387407
2008-02-12,0.5000093705516141,0.4560450978844654,0.40140235594783874,0.4137773059211353,0.4534245621709935,0.4401504170599786,0.5138272978891928,0.34834760695809286,0.43473624222262536
2008-02-13,0.4639396461138947,0.5228926166736185,0.38878697213539437,0.4611388309517715,0.5866337567320113,0.5265098268678188,0.5138272978891928,0.2677654581089941,0.5196781744431711
2008-02-14,0.4526806254947126,0.3806002652162456,0.49833778667339845,0.5220084760757524,0.3985939161401494,0.5372588594763399,0.6480448139887083,0.2556660066607918,0.5263876962945373
2008-02-15,0.5389012500347442,0.4031960913173791,0.4365009963603704,0.4446894265036147,0.4664107422184142,0.5043583887534162,0.5295856164199677,0.1504460297151986,0.5494676431663764
2008-02-19,0.7385941172310424,0.4031960913173791,0.49350289458172814,0.5998203883008129,0.44576009008160916,0.6728141856266454,0.7529837645468418,0.2764550866339921,0.48791197826131444
2008-02-20,0.4758917126682311,0.4537143004124845,0.40072552740869793,0.4679423576163442,0.5395178505325016,0.5784440029511234,0.4888609574960751,0.29224585532671904,0.47623515156984947
2008-02-21,0.6189049172931067,0.3380996215483687,0.5021729996059897,0.35766609724088866,0.43217693453810574,0.5981203144408458,0.5453381240909606,0.3143816003365667,0.5180266571716844
2008-02-22,0.4719158455082697,0.4124411669113976,0.40668394991125906,0.46324139623739174,0.5015772108666102,0.5238640046039403,0.4237283852284927,0.3596715103676017,0.49604255258334057
2008-02-25,0.446781554612172,0.5034140337408314,0.4058382881018212,0.45765846994462245,0.5134248461029736,0.491025906405314,0.39505322200802206,0.33436346404186335,0.5265075525362742
2008-02-26,0.544091128239543,0.3401359397903424,0.3971641937727447,0.49921806531785173,0.4982542672261326,0.5807631185069837,0.6352252472198194,0.23171572409361585,0.542264075840706
2008-02-27,0.5647319903583808,0.32806734744043814,0.5105804096336506,0.4013072511880795,0.5049386741619962,0.6007124823387987,0.6881614820651029,0.14961678927160876,0.5224018493867817
2008-02-28,0.5253373530008623,0.30091748768251736,0.5117896386763817,0.5422559866175711,0.47073193221188797,0.5673771837063101,0.5488361658714291,0.3048809255383391,0.3642171799173815
2008-02-29,0.4855694289597795,0.26968366709863534,0.6229258353051779,0.4183741800548863,0.3629745766327723,0.574393850800556,0.6375627852038271,0.26621936906993354,0.5343270692206481
2008-03-03,0.5852418902589418,0.3530899787646681,0.450687173362893,0.4635290082606752,0.4539655149117495,0.5840045030254254,0.6792431433576014,0.32077147498282177,0.39718276906214456
2008-03-04,0.3846604473522977,0.4283179369948269,0.4248941612038924,0.34482483879146775,0.5101352678549338,0.43388440858147104,0.4780131610652961,0.32712089696393154,0.5224172019209239
2008-03-05,0.6763864119489866,0.4990963204706297,0.4151458042883854,0.6095773651937292,0.508589052441093,0.6557574678167309,0.540028973233151,0.28687330926028387,0.42739386538977486
2008-03-06,0.41693671207365646,0.26467568623345256,0.6135075434700965,0.47396558616566736,0.3808085965301068,0.47002418304859495,0.6580040201976907,0.3366510685662676,0.49261711761292054
2008-03-07,0.5183458388976998,0.43378491945468384,0.46082481678546655,0.43295889227777423,0.4712771764086152,0.5163082710216467,0.5214858504706043,0.28211055141928804,0.4105569617819573
2008-03-10,0.36238827717431,0.30980435918869886,0.5516544900338065,0.5308572052160605,0.395202528722065,0.5190561163222489,0.4180056736195745,0.29004268310255216,0.5678234022345879
2008-03-11,0.4887376732166185,0.5976002511057934,0.3202445367001525,0.4698898946312683,0.6572991331182373,0.5558429049483261,0.6071564160281709,0.2990463740903789,0.4925591624593144
2008-03-12,0.557795798490497,0.21990992942922777,0.5061714968874242,0.4795738696911983,0.4695535931711299,0.5573976394227926,0.478858176832862,0.24970332331194575,0.5758092362118975
2008-03-13,0.48552811156923614,0.3040609334480909,0.46710554989892755,0.45589926465673514,0.5220393494628329,0.6060737812714972,0.4727382830033895,0.30911830777551175,0.4247378228697109
2008-03-14,0.5065653869460496,0.25238786610597524,0.6391125977523686,0.4395760451790674,0.39206834360679105,0.5639914580573155,0.5756094495097823,0.26875088868969715,0.36694241286011664
2008-03-17,0.34672661008550365,0.23955839903223433,0.5087750279482774,0.30086999822559135,0.4157899538651779,0.5492190859368805,0.4173865584331151,0.291046777719398,0.5308622555279332
2008-03-18,0.5659477304612336,0.7138886521279162,0.1684634517023355,0.5612593411799773,0.6705859157493493,0.5416108092445298,0.4003339698637831,0.23727726225083534,0.3678723609619308
2008-03-19,0.37045067461699627,0.27752297502052337,0.6566352562716015,0.2865323118179082,0.3701234777477266,0.20647500664200585,0.7000280788974542,0.23234049872746437,0.3911493207297883
2008-03-20,0.44259251993256205,0.49045672540889684,0.31267827259950604,0.3564398462166227,0.5754356313367808,0.38603840270183787,0.6370129025260772,0.324065571659106,0.5327778274942148
2008-03-24,0.550374067545365,0.5642983501722256,0.41873130251692425,0.4104623148363322,0.6364317606070933,0.5242225270080019,0.3658710941210317,0.28884486840137247,0.5564623438120829
2008-03-25,0.5509078369371818,0.3531965810200419,0.4631943663562115,0.4553561038508948,0.5082783448395735,0.6271764671057707,0.589880753571664,0.18776097417147403,0.49752538303903376
2008-03-26,0.5570934683748625,0.2967344492939243,0.4820932440284481,0.5966141333379239,0.4666480524591177,0.6146961864900463,0.556685597504967,0.2088580455875559,0.47143323183277763
2008-03-27,0.669017650354262,0.49364321942352524,0.4535263475231528,0.4966674390842129,0.38858506741446147,0.5307428068481,0.3300663093489525,0.3139621362994395,0.4734836597022522
2008-03-28,0.4461425316437466,0.36485080736839665,0.45499161276634825,0.38088659298440325,0.45865945119015805,0.42698423831430604,0.8069212581691118,0.31020379512009943,0.44450014294052453
2008-03-31,0.5076351878693589,0.4957460887066912,0.45855396240293117,0.31094933684624243,0.5192443357443897,0.44742229509289877,0.4457614063953139,0.3059092699469875,0.4415128471790054
2008-04-01,0.45673590403364484,0.6425828160295766,0.30300639361453896,0.4231691431652053,0.6601374069093535,0.331368490639279,0.3918761197631017,0.3450796557264951,0.5288719348459203
2008-04-02,0.5683436935196102,0.46439903858421977,0.506739559876261,0.5702143069116471,0.4683044526278309,0.6068161210928857,0.6112674792221809,0.30054753854033267,0.49414922421397556
2008-04-03,0.5369554317851383,0.42513934618570937,0.45123052511869166,0.41074897533014115,0.49903472373681484,0.5908528035710221,0.7183845195695305,0.30054753854033267,0.5283971080494029
